time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
3.75,4.0,14.810885111907282,17.31974575754714,16.66348678913111,17.06873808665741,18.369286682464086,17.273634824171282,16.678158198221606,16.108707333723512,15.26542858588062,15.935320799198772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,14.741306700202191,14.260213458362317,13.937003526691324,16.7339642485082,16.766663609565992,17.058358397144932,16.795084608543338,16.896077813287445,16.28344735222044,16.85461744105343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,3.0,18.524365472810427,16.179487429752886,14.832828186435732,14.800327300934892,13.485263951920603,14.162145989705332,15.326429550721203,14.800946437259784,15.853326142734815,16.136943828139806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.75,4.0,15.423693100841035,16.82248611144899,15.727951052233658,16.24063648617628,17.709165105034852,17.50717839941789,16.584230576295205,15.497966301105775,14.980251838495795,15.641918910958863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.25,2.0,14.532755508284358,14.835802803188171,15.891580485411048,16.429119770477424,18.537077776115176,17.57987778615443,17.03475117143804,16.922158468445474,16.78587972645919,16.53860925537398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,15.497633250923805,16.34865553822294,16.227322135633514,15.771460052436963,16.761595316181914,18.543322725284536,18.325319423748674,18.11371276965885,16.6047117037393,16.732185064207382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.25,2.0,14.503215358482077,16.48884597199626,17.243156575235155,17.706093043021646,18.03587258115175,17.05182756081042,15.981792821302943,15.84349407612814,16.26731010879317,15.496969558166144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,4.0,15.876655378514581,15.974523679947607,15.276340351146702,15.626868372821097,16.501701091463886,15.695432379253766,15.28073871755368,14.61297625679837,14.444729852143752,15.299660466013503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,16.205968427916137,16.807191790523554,17.012937613022274,18.816973540790737,19.31655280392228,18.738954965938618,17.557553068104767,16.953857072561853,15.545361450712115,16.254198144767525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,3.0,15.467960755463281,12.781052777960554,12.628688189814158,12.888831597713068,14.62711983172431,14.65273109637219,15.780821505421322,16.25835512303352,16.800974172680657,17.48207031740181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.75,4.0,15.728881899130263,15.813209591927446,15.83604773771719,16.885413148806933,15.824919716583825,15.481958316713753,15.676357120726541,14.806202412018985,14.773224867177841,15.32601613060821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,1.0,16.161852647470344,17.34477705443426,18.05316353538716,17.982301898630446,18.10206477508439,17.76178301019839,17.206924182531882,17.20125237239165,15.741606344431965,16.328870503536024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.25,2.0,18.089231418989744,18.972039015129514,17.823922504558332,16.26599578117135,16.022136922558687,15.496808806836285,15.00129670804108,14.733396168747415,14.93009346802716,14.508774224641014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.75,4.0,16.0265016666265,16.122026791489716,15.831002496490397,15.785116059564432,15.20177357413206,15.751777276927738,15.483638498378003,14.920503113485728,15.393398184778295,15.867127383143226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,1.0,16.241194759023116,18.593640576926273,18.62485392626988,18.737651726427913,19.35319670112086,18.20963538517449,18.575020112819768,17.193229642792602,16.436426273957306,16.790934768004234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,3.0,14.189663299694883,12.991587425463006,14.422610374188663,14.777889476246843,16.86361493678743,16.803669752714754,17.395500943617396,16.15157509797206,16.273806185125093,15.958279097967518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.75,4.0,17.806022829230965,16.622055872321635,15.67769143368282,14.741787321145782,14.678560604338607,14.774785520573175,14.910641851079992,14.952048955162835,15.285364445374496,15.08955267296165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,3.0,14.294910696883571,14.666313915252108,14.526530581390812,14.778905716531082,17.18980170154321,17.349879717780617,17.13894601790738,17.159481079994638,16.242733765194497,14.992803094208556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,1.0,17.923405357802608,17.480269652179768,17.266111395602074,17.70583989626691,18.830298205202592,18.72713736286626,18.807012415130256,19.033639909748985,18.7989811946824,17.44635897294561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.25,2.0,16.751031604795433,16.356317834290625,16.224974723446543,17.80299543769331,17.40346885573685,16.039096057431884,15.752884094678237,15.958145886115036,14.969238746730095,13.817705339499103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.75,4.0,18.235846335243558,15.967765428623618,13.857901147083794,13.599652776331551,12.505356467434874,12.504247897203648,12.003706002529912,13.015235147395039,14.114193977893386,13.622293768364846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,1.0,17.567607163624217,17.733544133318134,17.737593271109656,17.523759300240567,17.933974402000427,17.94316000861387,18.901806535888824,18.459802215146823,18.65265275602159,16.61255011015101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,3.0,16.189581924162443,15.331722075625382,14.170138581688013,15.329666500482213,16.59644035046052,15.025169840984761,15.506925921091963,14.933687060013696,14.678251793948775,13.774567485364209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12.75,4.0,17.689374844438134,15.647571300786115,13.694592475664518,14.464451060856577,12.9696728357408,13.471129106003286,13.484227354844506,13.627696120085126,14.18107440657253,13.783327612610025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.25,2.0,16.87903448032989,18.51185389721935,16.583527117329986,16.234469047694414,17.401101807089418,16.400867506163227,14.967354222355885,14.956026417461642,13.124890260094546,13.287724040002335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,1.0,17.278233629583557,16.87559670395851,17.352109326318484,16.406725998001626,17.823268380417122,18.086037700668662,17.796734966274,17.785441330846478,18.952554812343593,17.319828457241176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14.25,2.0,15.721964787386582,17.738215973322284,16.60078161784389,16.999658983798252,17.06593237142687,15.983932253078738,15.141146488176753,14.22962910366265,13.182355942262808,13.568445516078302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.75,4.0,14.582469020352098,14.427497270978652,13.877380435651414,14.459407697512868,12.176612259546813,12.913002419495934,12.63462196643976,13.741109769074436,14.831126320460946,14.609666973048496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15.0,1.0,18.397641518065324,17.172193485714796,16.144188113338604,17.00000841396089,18.49993291585818,19.373309184434493,18.183552310414843,17.809741266993317,18.56811812317326,17.134184319148865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,3.0,11.290596323642236,12.855535695131849,16.007200846490896,16.51965373431865,16.597841995704226,15.071260486279982,15.17900891879028,14.519568125157578,13.963425988733166,13.769176529534404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15.75,4.0,13.23884872896705,15.386840009410399,13.988764790943515,15.129560235853463,13.063294458048546,13.257218292252047,13.6276439849279,14.468329294611651,15.699773888349984,15.499265882776468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16.0,1.0,17.295813120726038,15.796229007977669,15.881320588629002,15.94666192481443,18.15596115571187,18.59927246660332,18.102429899861765,17.145229434119802,17.512653245267693,15.948883710371623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16.25,2.0,15.547099150641166,16.986143122079667,17.27313327737681,18.0064435814328,15.856197398103024,15.896979574437923,14.964808256813441,14.76528081013572,13.930634670089486,13.748738258659506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.75,4.0,14.714927188105893,16.81912752422427,15.120013565769245,15.61157717119054,13.248336210023398,13.715411817076959,14.695711154656308,15.411852789436402,16.5045051148146,15.99375938543017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17.0,1.0,16.380132541048702,16.01151911127541,15.63871508050919,17.440604536368376,18.671591468236404,19.134654076041308,18.093754982297668,16.95731361037109,17.43576869630909,16.138529640012898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.5,3.0,12.869483024135965,15.009789345677776,15.586530008930584,16.74142798738185,17.068132394862847,15.263860394489798,14.588651169606042,14.40190969392902,14.347283711616958,13.733299973608604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17.75,4.0,15.46143631565962,17.329455592398347,15.324966196051234,15.407045178151764,13.675847484037593,14.511899193492727,15.957140656647793,16.326552269247163,17.014669004095254,16.426921231419012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.5,3.0,13.725472171085778,15.587097321233788,15.746657737840065,16.424802124804113,16.219748630848517,14.952358199086586,14.262775835316118,14.582058730857234,14.275708888406223,13.772153254242138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,1.0,15.785640409464925,15.718267280063223,16.957933615663418,17.981648314509652,17.413084532280482,16.872662050542427,16.23402006213758,15.323199561810632,16.44957636573018,14.753260079859512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19.25,2.0,17.51149120034595,16.960963967388246,17.56631740262889,17.38021013469503,15.854236659355958,14.953807133608903,15.281648792821974,14.078972583911112,14.004993044605685,15.01507608121804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.75,4.0,14.482156701977486,16.12420796208223,15.820777880290215,16.382711961513202,15.151262033604391,17.026073239478073,17.14823244451425,17.410808175675044,17.772150442620685,16.436293902671228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20.0,1.0,17.086398189513833,16.17397725217431,17.62569169626866,17.531409683799144,15.208878816047713,14.837735433329474,15.010506455417326,14.646151077062179,14.713005740091617,14.205065698732453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.5,3.0,17.121490806441756,14.504155655840085,15.052737027955683,15.779022000995212,16.76405115228564,15.858451605967586,15.8506365012446,16.026026943188416,15.455332250138873,15.690373553135212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20.75,4.0,15.125356151179307,15.099739223176275,16.88558385470704,16.53981104206285,16.953677202088013,18.084667052558444,18.374318530668226,17.59661458542658,17.418150063225234,15.429686947709381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.25,2.0,16.439107186883327,14.868414329221135,17.85783975874889,18.525859349879596,15.741004672802626,15.465730516269806,15.467820081095333,15.267940652749298,14.707969565249462,15.223572953735186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,1.0,18.605326736964408,17.008743003894264,16.92007462824786,15.830333798495415,12.386073851384873,12.421501203680123,13.594284710084938,14.484689343698554,14.474463717492453,14.539250184128726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22.25,2.0,15.295582968811539,16.20627967401289,18.02222528724477,18.846278222413304,16.360166638155665,15.654090160988755,14.537529118399542,15.030273033054506,14.662265179989271,15.28252269850774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22.5,3.0,14.962384235356545,15.939378085002572,17.01038012423691,17.73215341841551,16.10923929415207,14.878888105745267,14.321700077649473,15.375953105925394,15.22751900028657,15.333817345334577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22.75,4.0,15.862951958756707,16.698787383868932,16.708346908737383,18.880965523764512,16.878716359860334,16.98376758605281,16.818233137240217,16.312678199967696,16.517089275462656,16.102129713445123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23.0,1.0,17.992868296957866,17.713560142274833,17.20261472555011,15.269142089845204,12.015976355654816,13.310476275895056,13.484624588854404,14.311408245236146,15.076216740464702,14.849179678213527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.5,3.0,15.73285847613304,16.219643368126416,15.941469001167635,15.482624507818269,15.812996280704164,13.77948630085652,13.363205842079571,14.545120279771394,14.501855978026079,15.448135548741512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23.75,4.0,16.503035159086483,16.232928238831793,16.946145563124915,18.264094664549724,16.348626066196736,16.39088633319779,16.06216434764924,16.387337181348464,16.610182189991892,16.61677985729386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24.0,1.0,18.790230360244408,17.396069633853713,15.827084824802101,14.396923260022831,12.575835671961906,14.047626001280582,14.39199576897153,16.286659905548124,15.89919079937544,16.682255129454067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24.25,2.0,16.999207504239514,18.674522958010076,19.0842589060068,19.53213202540788,17.776681452657172,17.08196542576971,16.73729394203246,16.049138247717686,15.496862918173893,15.705730471072574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.75,4.0,16.076452696406957,15.661964207537993,16.94335955096621,16.69144844722701,15.871711492348872,16.36391716867911,16.936922495916797,17.425702907062227,16.74007899884324,16.360156424088395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25.0,1.0,18.50753739072729,16.03215624536786,14.600762531543637,13.888498458791464,14.065710633138682,16.236976392957946,15.162339069975557,16.98820546683728,16.334087661780252,16.338169687361656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.5,3.0,18.364322514753393,17.29105143569381,16.16911380491299,15.328073197928578,16.445271147184222,15.48869387288045,16.744953381669113,17.09335288348077,16.14438583858141,15.670932645764777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25.75,4.0,15.745367952243068,15.345420348846327,16.532765061365115,16.623348305966974,16.47166317879663,16.75297314266483,16.938165050168227,17.46904112174744,16.440449648369597,16.332537961364764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.5,3.0,18.160254457740894,17.16336895410757,16.76647769155074,16.148749782926497,16.750884108743858,16.063928357319213,16.171355561064537,15.957173540214251,14.593182034820765,14.691236851900099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,1.0,16.590515757849822,16.29508092492291,15.961043400116429,15.51332720603222,17.871645337839162,18.57984558128303,18.17597485685968,18.57332056700789,17.794160349533573,17.777175445298614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27.25,2.0,18.65321899505294,20.58312591594304,21.344943346639315,18.282269897465202,18.10537295335169,18.48285251265515,18.33617340023451,18.842116759069903,19.346650389786518,19.86493169529801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.75,4.0,14.568487274824664,16.890380883603697,18.205602196603838,19.44130963750943,18.19160507393084,17.649938136131713,16.857448318062847,17.20958594277149,16.480062540091744,17.35649132156072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28.0,1.0,17.37368837109978,16.62658634320217,16.933496025942002,17.559424636497745,19.467336218024297,18.803456128423242,17.957564267052273,18.207007583367517,17.68374641606315,17.752136142846865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.5,3.0,17.099113821248082,17.671382059071615,18.880221719833717,18.03241694811067,17.714887681900866,16.47592425879929,17.10686438853818,16.494251631178606,15.503379399688992,15.138949622542565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28.75,4.0,15.625025717471594,17.925457994791763,19.096225403383123,18.985148541024035,17.646905585646476,17.842016994979677,17.110059074838887,17.22918871791275,18.65989267475962,19.318340954189104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.25,2.0,20.33947887759654,20.97363771948923,21.920020409368068,21.21097461225451,20.267809678513384,20.780667388999994,20.8176134332814,21.250896130800374,21.18066458702512,21.74016177549785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
